uniprot_id	gene_symbol	hein2024_component	hein2024_gt_component	itzhak2016_component
Q5T1Q4	SLC35F1	Recycling endosome		
Q8IXU6	SLC35F2	Recycling endosome		
Q8N357	SLC35F6	Lysosome		
Q7Z2H8	SLC36A1	Lysosome		
O43826	SLC37A4	Endoplasmic reticulum		
Q9H2H9	SLC38A1	Cell membrane		
Q9HBR0	SLC38A10	Golgi apparatus		
Q96QD8	SLC38A2	Cell membrane		
Q99624	SLC38A3	Cell membrane		
Q9NVC3	SLC38A7	Lysosome		
Q8NBW4	SLC38A9	Lysosome		
Q9NY26	SLC39A1	Lysosome		
Q9ULF5	SLC39A10	Cell membrane	Cell membrane	
Q8N1S5	SLC39A11	Endoplasmic reticulum-Golgi intermediate compartment		
Q15043	SLC39A14	Cell membrane	Cell membrane	Cell membrane
Q13433	SLC39A6	Cell membrane	Cell membrane	Cell membrane
P08195	SLC3A2	Cell membrane	Cell membrane	Cell membrane
Q96GZ6	SLC41A3	Endoplasmic reticulum		
O75387	SLC43A1	Cell membrane		
Q8WWI5	SLC44A1	Cell membrane		
Q96FL8	SLC47A1	Cell membrane		
Q9BWU0	SLC4A1AP	Cytosol		
P04920	SLC4A2	Cell membrane		
Q9Y6M7	SLC4A7	Cell membrane		Cell membrane
P53794	SLC5A3	Cell membrane	Cell membrane	
Q9Y289	SLC5A6	Cell membrane	Cell membrane	
P48066	SLC6A11	Cell membrane		
Q9H2J7	SLC6A15	Cell membrane		
P48029	SLC6A8	Cell membrane		
P48067	SLC6A9	Cell membrane	Cell membrane	
P30825	SLC7A1	Cell membrane		Cell membrane
P52569	SLC7A2	Cell membrane		
Q8WY07	SLC7A3	Cell membrane		
Q01650	SLC7A5	Cell membrane	Cell membrane	Cell membrane
Q92536	SLC7A6	Cell membrane		
Q96CW6	SLC7A6OS	Cytosol	Cytosol	
P19634	SLC9A1	Cell membrane		
Q92581	SLC9A6	trans-Golgi network		
Q6ZQN7	SLCO4C1	Recycling endosome		
Q8IX21	SLF2	Nucleus	Nucleus	
Q9GZT3	SLIRP	Mitochondrion	Mitochondrion	
O94813	SLIT2	Cell membrane		
O94991	SLITRK5	Cell membrane		
Q9H2G2	SLK	Cytosol		
Q14BN4	SLMAP	Endoplasmic reticulum		Endoplasmic reticulum
Q9NWH9	SLTM	Nucleus		
O95391	SLU7	Nucleolus		
Q8IY92	SLX4	Nucleus	Nucleus	
Q13485	SMAD4	Nucleus		
O00193	SMAP	Cytosol		
Q8WU79	SMAP2	Early endosome		
P28370	SMARCA1	Nucleus	Nucleus	
P51531	SMARCA2	Nucleus	Nucleus	
P51532	SMARCA4	Nucleus		
O60264	SMARCA5	Nucleus		
Q9H4L7	SMARCAD1	Cytosol		
Q9NZC9	SMARCAL1	Nucleus		
Q12824	SMARCB1	Nucleus	Nucleus	
Q92922	SMARCC1	Nucleus		
Q8TAQ2	SMARCC2	Nucleus	Nucleus	
Q96GM5	SMARCD1	Nucleus	Nucleus	
Q92925	SMARCD2	Nucleus	Nucleus	
Q6STE5	SMARCD3	Nucleus	Nucleus	
Q969G3	SMARCE1	Nucleus		
Q14683	SMC1A	Nucleus		Large protein complex
Q9UQE7	SMC3	Nucleus		Large protein complex
Q8IY18	SMC5	Nucleus		
Q96SB8	SMC6	Nucleus	Nucleus	
A6NHR9	SMCHD1	Nucleus		
Q8TEV9	SMCR8	Lysosome		
Q9H4I9	SMDT1	Nucleus	Mitochondrion	
Q86US8	SMG6	Stress granule		
Q92540	SMG7	Stress granule		
Q8ND04	SMG8	Nucleolus		
B2RUZ4	SMIM1	Recycling endosome		
Q96EX1	SMIM12	Mitochondrion		
Q7Z3B0	SMIM15	Nucleus		
Q8N5G0	SMIM20	Mitochondrion		
A0A096LP01	SMIM26	Mitochondrion		
Q96KF7	SMIM8	Mitochondrion		
SMN1; SMN2	SMN1	Stress granule		
O75940	SMNDC1	Nucleus		
Q9H4F8	SMOC1	Cell membrane		
Q9NXE4	SMPD4	Endoplasmic reticulum		
Q92484	SMPDL3A	Lysosome		
Q92485	SMPDL3B	Cell membrane		
P52788	SMS	Cytosol		
P53814	SMTN	Nucleus		
Q2TAY7	SMU1	Nucleus		
Q53HV7	SMUG1	Cytosol		
Q9NRG4	SMYD2	Cytosol		
Q8IYR2	SMYD4	Cytosol	Cytosol	
Q6GMV2	SMYD5	Cytosol		
O00161	SNAP23	Cell membrane	Cell membrane	Cell membrane
O95721	SNAP29	Early endosome		
Q5SQN1	SNAP47	trans-Golgi network		
O60641	SNAP91	Cell membrane		
Q16533	SNAPC1	Cytoskeleton		
Q5SXM2	SNAPC4	Nucleus		
O75971	SNAPC5	Cytosol		
O95295	SNAPIN	Lysosome		Endosome
O76070	SNCG	Cytosol		
Q7KZF4	SND1	Endoplasmic reticulum		
Q8TAD8	SNIP1	Nucleus		
O75324	SNN	Early endosome		
Q9NRH2	SNRK	Cytosol		
O75643	SNRNP200	Nucleus		
Q8WVK2	SNRNP27	Nucleus		
Q16560	SNRNP35	Nucleus	Nucleus	
Q96DI7	SNRNP40	Nucleus		
P08621	SNRNP70	Nucleus		
P09012	SNRPA	Nucleus		
P09661	SNRPA1	Nucleus		
P14678	SNRPB	Nucleus		
P08579	SNRPB2	Nucleus		
P09234	SNRPC	Nucleus		
P62314	SNRPD1	Nucleus		
P62316	SNRPD2	Nucleus		
P62318	SNRPD3	Nucleus		
P62304	SNRPE	Nucleus		
P62306	SNRPF	Nucleus		
A8MWD9	SNRPGP15	Nucleus		
Q13424	SNTA1	Cell membrane		
Q13884	SNTB1	Cell membrane		
Q13425	SNTB2	Cell membrane	Cell membrane	
P55769	SNU13	Nucleolus		
O95149	SNUPN	Cytosol		
Q13573	SNW1	Nucleus		
Q13596	SNX1	Early endosome		Endosome
Q9Y5W9	SNX11	Lysosome		
Q9UMY4	SNX12	Early endosome		
Q9Y5W8	SNX13	Endoplasmic reticulum		
Q9Y5W7	SNX14	Endoplasmic reticulum		
Q9NRS6	SNX15	Early endosome		
P57768	SNX16	Early endosome		
Q15036	SNX17	Early endosome		
Q96RF0	SNX18	Cytoskeleton		
O60749	SNX2	Early endosome	Early endosome	Endosome
Q969T3	SNX21	Cytosol		
Q9Y343	SNX24	Cytosol		
Q96L92	SNX27	Early endosome	Early endosome	Endosome
Q8TEQ0	SNX29	Early endosome		
O60493	SNX3	Early endosome		Endosome
Q5VWJ9	SNX30	trans-Golgi network		Endosome
Q8WV41	SNX33	Cytoskeleton	Cell membrane	
O95219	SNX4	trans-Golgi network		Endosome
Q9UNH7	SNX6	Early endosome	Early endosome	Endosome
Q9UNH6	SNX7	trans-Golgi network		
Q9Y5X2	SNX8	trans-Golgi network		Endosome
Q9Y5X1	SNX9	Cytoskeleton	Cell membrane	
P35610	SOAT1	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
P00441	SOD1	Cytosol		
P04179	SOD2	Mitochondrion	Mitochondrion	Mitochondrion
MTCL2	SOGA1	14-3-3 scaffold		
P18583	SON	Nucleus	Nucleus	
Q9BX66	SORBS1	Cell membrane		
O60504	SORBS3	Cytosol		
Q00796	SORD	Cytosol		
Q92673	SORL1	Early endosome		
Q99523	SORT1	trans-Golgi network		Endosome
Q07889	SOS1	Cytosol		
Q07890	SOS2	Cytosol		
Q53LP3	SOWAHC	Cytosol		
O15370	SOX12	Nucleus	Nucleus	
P35711	SOX5	Nucleus		
P08047	SP1	Nucleus		
Q02086	SP2	Nucleus	Nucleus	
Q02447	SP3	Nucleus		
Q02446	SP4	Nucleus	Nucleus	
Q15506	SPA17	Cytosol		
Q07617	SPAG1	Cytosol		
O75391	SPAG7	Cytosol		
O60271	SPAG9	Cytosol		
Q8N0X7	SPART	Early endosome		
Q9UBP0	SPAST	Early endosome		
Q8TB22	SPATA20	Mitochondrion		
Q86W54	SPATA24	Cytosol		
Q96N06	SPATA33	Cytosol		
Q9P0W8	SPATA7	Nucleus		
Q86XZ4	SPATS2	Nucleolus		
Q9NUQ6	SPATS2L	Translation		
Q8NBT2	SPC24	Cytosol		
Q9Y6A9	SPCS1	Endoplasmic reticulum	Endoplasmic reticulum	
Q15005	SPCS2	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
P61009	SPCS3	Endoplasmic reticulum	Endoplasmic reticulum	
Q96EA4	SPDL1	Endoplasmic reticulum		
Q5M775	SPECC1	Cell membrane		
Q69YQ0	SPECC1L	Cell membrane		
Q96T58	SPEN	Nucleus		
Q96JI7	SPG11	Lysosome		
Q9NZD8	SPG21	trans-Golgi network		
Q9UQ90	SPG7	Mitochondrion		
Q8N0Z3	SPICE1	Centrosome	Centrosome	
Q9Y657	SPIN1	Nucleus		
Q9BPZ2	SPIN2B	Nucleus	Nucleus	
Q9BUA3	SPINDOC	Nucleus		
Q08AE8	SPIRE1	14-3-3 scaffold		
Q9H2V7	SPNS1	Lysosome		
O43791	SPOP	Stress granule	Nucleus	
Q5T280	SPOUT1	Nucleus	Nucleus	
P35270	SPR	Mitochondrion		
O43609	SPRY1	trans-Golgi network		
Q8NCJ5	SPRYD3	14-3-3 scaffold		
Q8WW59	SPRYD4	Mitochondrion	Mitochondrion	
Q5W111	SPRYD7	trans-Golgi network	Endoplasmic reticulum-Golgi intermediate compartment	
Q13813	SPTAN1	Cytoskeleton	Cytoskeleton	Actin binding proteins
Q01082	SPTBN1	Cytoskeleton	Cytoskeleton	Actin binding proteins
O15020	SPTBN2	Cytoskeleton		Actin binding proteins
O15269	SPTLC1	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
O15270	SPTLC2	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q68D10	SPTY2D1	Nucleus	Nucleus	
Q14534	SQLE	Endoplasmic reticulum	Endoplasmic reticulum	
Q13501	SQSTM1	Early endosome		
Q8N5C6	SRBD1	Nucleus	Nucleus	
P12931	SRC	Cell membrane		
Q6ZRS2	SRCAP	Nucleus		
Q9C0H9	SRCIN1	Cell membrane		
P36956	SREBF1	Endoplasmic reticulum		
Q12772	SREBF2	Endoplasmic reticulum-Golgi intermediate compartment		
Q8WXA9	SREK1	Nucleus		
Q8N9Q2	SREK1IP1	Nucleus		
Q8NEF9	SRFBP1	Nucleolus		
Q7Z6B7	SRGAP1	Cytosol		
O75044	SRGAP2	14-3-3 scaffold		
O43295	SRGAP3	Cytosol		
P30626	SRI	Cytosol	Stress granule	
P19623	SRM	Cytosol		
P09132	SRP19	Endoplasmic reticulum		
P61011	SRP54	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q96SB4	SRPK1	Nucleolus		
P78362	SRPK2	Nucleolus		
P08240	SRPRA	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q9Y5M8	SRPRB	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q9GZT4	SRR	Cytosol	Cytosol	
Q8IYB3	SRRM1	Nucleus		
Q9UQ35	SRRM2	Nucleus		
Q9BXP5	SRRT	Nucleus		
Q07955	SRSF1	Nucleus	Stress granule	Large protein complex
O75494	SRSF10	Nucleus		
Q05519	SRSF11	Nucleus		Large protein complex
Q01130	SRSF2	Nucleus		Large protein complex
P84103	SRSF3	Nucleus		Large protein complex
Q08170	SRSF4	Nucleus		Large protein complex
Q13243	SRSF5	Nucleus		Large protein complex
Q13247	SRSF6	Nucleus		Large protein complex
Q16629	SRSF7	Nucleus		Large protein complex
Q9BRL6	SRSF8	Nucleus		
Q13242	SRSF9	Nucleus		Large protein complex
Q9BYN0	SRXN1	Cytosol		
Q15532	SS18	Cytosol		
O75177	SS18L1	Nucleus	Nucleus	
Q9UHA2	SS18L2	Nucleus		
Q04837	SSBP1	Mitochondrion		Mitochondrion
Q9BWG4	SSBP4	Nucleus		
Q76I76	SSH2	Cytoskeleton		
Q8TE77	SSH3	Cytosol	Cytosol	
O43805	SSNA1	Cytosol	Centrosome	
P43307	SSR1	Endoplasmic reticulum	Endoplasmic reticulum	
Q9UNL2	SSR3	Endoplasmic reticulum	Endoplasmic reticulum	
P51571	SSR4	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q08945	SSRP1	Nucleus		
Q9Y2D8	SSX2IP	Centrosome		
P50502	ST13	Cytosol		
Q9NRC1	ST7	Endoplasmic reticulum	Endoplasmic reticulum	
Q8WVM7	STAG1	Nucleus	Nucleus	
Q8N3U4	STAG2	Nucleus		
Q92783	STAM	Early endosome		Endosome
O75886	STAM2	Early endosome	Early endosome	Endosome
O95630	STAMBP	Cytosol		
Q14849	STARD3	Lysosome		
O95772	STARD3NL	Lysosome		
Q96DR4	STARD4	Cytosol	Cytosol	
Q9NSY2	STARD5	Cytosol	Cytosol	
Q9NQZ5	STARD7	Mitochondrion		
P42224	STAT1	Cytosol		
P52630	STAT2	Cytosol		
P40763	STAT3	Cytosol		
P51692	STAT5B	Cytosol		
P42226	STAT6	Cytosol		
O95793	STAU1	Translation	Stress granule	
Q9NUL3	STAU2	Stress granule		
O95210	STBD1	Endoplasmic reticulum		
O76061	STC2	Endoplasmic reticulum		
Q658P3	STEAP3	Recycling endosome	Cell membrane	
Q15468	STIL	Cytosol	Centrosome	
Q13586	STIM1	Endoplasmic reticulum	Endoplasmic reticulum	
Q9P246	STIM2	Endoplasmic reticulum		
P31948	STIP1	Cytosol		
O94804	STK10	Cell membrane		
Q15831	STK11	Cytosol		
Q8N1F8	STK11IP	Lysosome		
O94768	STK17B	Cytosol	Cytosol	
P49842	STK19	Nucleus		
Q9Y6E0	STK24	Cytoskeleton		
Q9P289	STK26	Cytosol		
Q13188	STK3	Endoplasmic reticulum		
Q86UX6	STK32C	Cytosol		
Q9BYT3	STK33	Nucleus		
Q15208	STK38	Cytosol		
Q9Y2H1	STK38L	Cytosol		
Q9UEW8	STK39	Cytosol		
Q13043	STK4	Endoplasmic reticulum		
P16949	STMN1	Cytosol		
Q93045	STMN2	Cytosol		
Q9NZ72	STMN3	Golgi apparatus		
Q9H668	STN1	Cytosol		
P27105	STOM	Cell membrane	Cell membrane	
Q9UJZ1	STOML2	Mitochondrion	Mitochondrion	
Q9Y6Q2	STON1	Cytosol		
CENPX	STRA13	Nucleus		
Q7RTN6	STRADA	Cytosol		
Q9Y3F4	STRAP	Stress granule	Stress granule	
Q96SI9	STRBP	Nucleus		
Q5VSL9	STRIP1	Endoplasmic reticulum		
Q9ULQ0	STRIP2	Cytosol		
O43815	STRN	Endoplasmic reticulum		
Q13033	STRN3	Cytosol		
Q9NRL3	STRN4	Endoplasmic reticulum		
P46977	STT3A	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q8TCJ2	STT3B	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q9UNE7	STUB1	Cytosol		
O60499	STX10	trans-Golgi network		Endosome
Q86Y82	STX12	Recycling endosome		Endosome
O14662	STX16	trans-Golgi network		Endosome
P56962	STX17	Endoplasmic reticulum		
Q9P2W9	STX18	Endoplasmic reticulum	Endoplasmic reticulum	
P32856	STX2	Cell membrane		
Q13277	STX3	Recycling endosome	Cell membrane	Cell membrane
Q12846	STX4	Cell membrane	Cell membrane	Cell membrane
Q13190	STX5	Golgi apparatus	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment
O43752	STX6	trans-Golgi network		Endosome
O15400	STX7	Recycling endosome	Early endosome	Endosome
Q9UNK0	STX8	Early endosome		Endosome
P61764	STXBP1	Cell membrane		
Q15833	STXBP2	Cell membrane	Cell membrane	
O00186	STXBP3	Cell membrane	Cell membrane	Cell membrane
Q6ZWJ1	STXBP4	Stress granule		
Q5T5C0	STXBP5	Early endosome		
Q9P2R7	SUCLA2	Mitochondrion	Mitochondrion	Mitochondrion
P53597	SUCLG1	Mitochondrion	Mitochondrion	Mitochondrion
Q96I99	SUCLG2	Mitochondrion	Mitochondrion	Mitochondrion
Q9UBS9	SUCO	Endoplasmic reticulum		
Q9H7L9	SUDS3	Nucleus		
Q9HAC7	SUGCT	Mitochondrion		
Q8IWZ8	SUGP1	Nucleus		
Q8IX01	SUGP2	Nucleus		
Q9Y2Z0	SUGT1	Cytosol		
P50225	SULT1A1	Cytosol	Cytosol	
Q8NBK3	SUMF1	Endoplasmic reticulum		
Q8NBJ7	SUMF2	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
P63165	SUMO1	Nucleus		
P61956	SUMO2	Nucleus		
P55854	SUMO3	Cytosol		
O94901	SUN1	Endoplasmic reticulum		
Q9UH99	SUN2	Endoplasmic reticulum		
P51687	SUOX	Mitochondrion		
Q9Y5B9	SUPT16H	Nucleus		
Q8NEM7	SUPT20H	Nucleus	Nucleus	
O75486	SUPT3H	Nucleus		
O00267	SUPT5H	Nucleus		
Q7KZ85	SUPT6H	Nucleus		
O94864	SUPT7L	Endoplasmic reticulum		
Q8IYB8	SUPV3L1	Mitochondrion	Mitochondrion	Mitochondrion
Q15526	SURF1	Mitochondrion	Mitochondrion	
Q15527	SURF2	Cytosol		
O15260	SURF4	Endoplasmic reticulum	Endoplasmic reticulum-Golgi intermediate compartment	Endoplasmic reticulum-Golgi intermediate compartment
O75683	SURF6	Nucleolus		
O60279	SUSD5	Cell membrane		
O43463	SUV39H1	Nucleus	Nucleus	
Q9H5I1	SUV39H2	Nucleus	Nucleus	
Q15022	SUZ12	Nucleus		
Q7L0J3	SV2A	trans-Golgi network		
O95425	SVIL	Cytoskeleton	Cytoskeleton	
Q8NHG7	SVIP	Cell membrane		
Q9UH65	SWAP70	Cytosol		
Q96A49	SYAP1	trans-Golgi network		
Q9NX95	SYBU	Nucleus		
O95926	SYF2	Nucleus		
P43405	SYK	Cytosol		
Q92797	SYMPK	Nucleus		
O60506	SYNCRIP	Stress granule	Stress granule	
Q8NF91	SYNE1	Endoplasmic reticulum		
Q8WXH0	SYNE2	Endoplasmic reticulum		
Q6ZMZ3	SYNE3	Nucleus	Nucleus	
O43759	SYNGR1	trans-Golgi network		
O43760	SYNGR2	trans-Golgi network		
O43426	SYNJ1	Cytoskeleton		
O15056	SYNJ2	14-3-3 scaffold		
Q9UMZ2	SYNRG	Early endosome		
P08247	SYP	Cell membrane		
Q16563	SYPL1	Cell membrane		
Q5VXT5	SYPL2	Endoplasmic reticulum		
P21579	SYT1	Recycling endosome		
O43581	SYT7	Cell membrane		
Q86TM6	SYVN1	Endoplasmic reticulum	Endoplasmic reticulum	
Q7Z422	SZRD1	Cytosol		
Q5T011	SZT2	Lysosome		
Q8N5C8	TAB3	Cytosol		
O75410	TACC1	Golgi apparatus		
Q9Y6A5	TACC3	Cytosol		
Q9BSH4	TACO1	Mitochondrion	Mitochondrion	
Q96BN2	TADA1	Nucleus		
O75478	TADA2A	Nucleus	Nucleus	
Q86TJ2	TADA2B	Nucleus	Nucleus	
O75528	TADA3	Nucleus		
P21675	TAF1	Nucleus	Nucleus	
Q12962	TAF10	Nucleolus		
Q92804	TAF15	Nucleus		
Q15573	TAF1A	Nucleus	Nucleus	
Q53T94	TAF1B	Nucleus		
Q15572	TAF1C	Nucleus		
Q9H5J8	TAF1D	Nucleus	Nucleus	
Q6P1X5	TAF2	Nucleolus		
Q5VWG9	TAF3	Nucleus	Nucleus	
Q92750	TAF4B	Nucleus		
Q15542	TAF5	Nucleus	Nucleus	
O75529	TAF5L	Nucleus		
P49848	TAF6	Nucleus		
Q9Y6J9	TAF6L	Nucleus		
Q7Z7C8	TAF8	Nucleolus		
Q16594	TAF9	Nucleus		
Q16635	TAFAZZIN	Mitochondrion		
P37802	TAGLN2	Cytosol		
P37837	TALDO1	Cytosol		
Q96BW9	TAMM41	Mitochondrion		
Q9C0D5	TANC1	14-3-3 scaffold		
Q9HCD6	TANC2	14-3-3 scaffold		
Q9C0B7	TANGO6	Cytosol		
Q92844	TANK	Cytosol		
Q7L7X3	TAOK1	Cell membrane		
Q9UL54	TAOK2	Endoplasmic reticulum		
Q9H2K8	TAOK3	Cell membrane		
Q03518	TAP1	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q03519	TAP2	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q6NXT6	TAPT1	Endoplasmic reticulum		
Q13395	TARBP1	Cytosol		
Q15633	TARBP2	Translation		
Q13148	TARDBP	Nucleus		
P26639	TARS1	Cytosol		
Q9BW92	TARS2	Mitochondrion		Mitochondrion
A2RTX5	TARS3	Cytosol		
Q9UK61	TASOR	Nucleus		
Q5VWN6	TASOR2	Nucleus	Nucleus	
Q6P1N9	TATDN1	Cytosol		
Q93075	TATDN2	Nucleus		
Q17R31	TATDN3	Cytosol		
Q86VP1	TAX1BP1	Lysosome		
Q86TI0	TBC1D1	14-3-3 scaffold		
Q9BXI6	TBC1D10A	Cell membrane		
Q4KMP7	TBC1D10B	Cytoskeleton	Cell membrane	
Q9NVG8	TBC1D13	Cytosol	Cytosol	
Q8TC07	TBC1D15	Cytosol		
Q8TBP0	TBC1D16	Cytosol		
Q9HA65	TBC1D17	Cytosol	Cytosol	
Q96BZ9	TBC1D20	Endoplasmic reticulum		
Q8WUA7	TBC1D22A	Cytosol		
Q9NUY8	TBC1D23	Golgi apparatus		
Q9ULP9	TBC1D24	Cell membrane		
Q3MII6	TBC1D25	Cytosol		
Q9UPU7	TBC1D2B	Cytosol		
Q96DN5	TBC1D31	Centrosome	Centrosome	
O60343	TBC1D4	14-3-3 scaffold		
Q92609	TBC1D5	trans-Golgi network	Early endosome	Endosome
Q9P0N9	TBC1D7	14-3-3 scaffold	Cytosol	
Q0IIM8	TBC1D8B	Cytosol		
O75347	TBCA	Cytosol		
Q99426	TBCB	Cytosol		
Q15814	TBCC	Cytosol		
Q9BTW9	TBCD	Cytosol		
Q15813	TBCE	Cytosol		
Q5QJ74	TBCEL	Cytosol	Cytosol	
Q8TEA7	TBCK	Early endosome		
A7MCY6	TBKBP1	Cytosol		
Q9Y4P3	TBL2	Endoplasmic reticulum	Endoplasmic reticulum	
Q12788	TBL3	Nucleolus		
P20226	TBP	Nucleus		
P62380	TBPL1	Cytosol	Cytosol	
Q3YBR2	TBRG1	Nucleus	Nucleus	
Q969Z0	TBRG4	Mitochondrion		
Q13207	TBX2	Nucleus		
O15119	TBX3	Nucleus		
Q8N3R3	TCAIM	Nucleus		
Q15560	TCEA2	Cytosol		
Q15170	TCEAL1	Cytosol		
Q8IYN2	TCEAL8	Nucleus		
Q96MN5	TCEANC2	Nucleus		
O14776	TCERG1	Nucleus		
Q9UGU0	TCF20	Nucleus		
Q9BQ70	TCF25	Cytosol		
Q9NQB0	TCF7L2	Nucleus	Nucleus	
Q13428	TCOF1	Nucleolus	Nucleus	
P17987	TCP1	Cytoskeleton		Large protein complex
Q9NUJ3	TCP11L1	Proteasome	Cytosol	
Q8N4U5	TCP11L2	Proteasome		
Q6NUS6	TCTN3	Endoplasmic reticulum		
Q13569	TDG	Nucleus		
O95551	TDP2	Cytosol		
Q9H7E2	TDRD3	Stress granule		
Q8NHU6	TDRD7	Cytosol		
Q9Y2W6	TDRKH	Mitochondrion		
P28347	TEAD1	Nucleus	Nucleus	
Q7Z6L1	TECPR1	Cytosol	Cytosol	
O15040	TECPR2	Cytosol		
Q9NZ01	TECR	Endoplasmic reticulum	Endoplasmic reticulum	Endoplasmic reticulum
Q86SX3	TEDC1	Nucleus		
Q7L2K0	TEDC2	Nucleus		
Q96QE5	TEFM	Mitochondrion		
Q9Y4R8	TELO2	Cytosol		
Q9P273	TENM3	Cell membrane	Cell membrane	
Q6PIY7	TENT2	Nucleus	Nucleus	
Q96N21	TEPSIN	Cytosol		
P54274	TERF1	Nucleus		
Q15554	TERF2	Nucleus		
Q9NYB0	TERF2IP	Nucleus		
Q9UGI8	TES	Cytosol		
Q96BS2	TESC	Cell membrane		
Q8NFU7	TET1	Nucleus		
Q9NXF1	TEX10	Nucleus		
Q8IWB9	TEX2	Endoplasmic reticulum		
Q9Y6I9	TEX264	Endoplasmic reticulum	Endoplasmic reticulum	
Q00059	TFAM	Mitochondrion		Mitochondrion
P05549	TFAP2A	Nucleus		
Q01664	TFAP4	Nucleus		
Q8WVM0	TFB1M	Mitochondrion		
Q9H5Q4	TFB2M	Mitochondrion		Mitochondrion
Q12800	TFCP2	Endoplasmic reticulum		
Q14186	TFDP1	Nucleus		
Q14188	TFDP2	Nucleus		
P19532	TFE3	Nucleus		
Q9UBB9	TFIP11	Nucleus		
P0C1Z6	TFPT	Nucleus		
P02786	TFRC	Early endosome		Endosome
O95455	TGDS	Cytosol		
P01137	TGFB1	Endoplasmic reticulum	Endoplasmic reticulum	
P36897	TGFBR1	Endoplasmic reticulum	Endoplasmic reticulum	
Q03167	TGFBR3	Cell membrane	Cell membrane	Cell membrane
Q8WUH2	TGFBRAP1	Early endosome		
Q9GZN2	TGIF2	Nucleus		
P21980	TGM2	Cytosol	Cytosol	
O43493	TGOLN2	trans-Golgi network		
Q96RS0	TGS1	Cytosol		
Q6YHU6	THADA	Cytosol	Cytosol	
Q96EK4	THAP11	Nucleus		
O43422	THAP12	Nucleus		
Q5T1C6	THEM4	Mitochondrion	Mitochondrion	
Q8WUY1	THEM6	Endoplasmic reticulum	Endoplasmic reticulum	
Q9NWX6	THG1L	Mitochondrion		
Q8IYQ7	THNSL1	Mitochondrion		
Q96FV9	THOC1	Nucleus		
Q8NI27	THOC2	Nucleus		
Q96J01	THOC3	Nucleus		
Q13769	THOC5	Nucleus		
Q86W42	THOC6	Nucleus		
Q6I9Y2	THOC7	Nucleus		
P52888	THOP1	Cytosol		
Q9Y2W1	THRAP3	Nucleus		
Q9BU02	THTPA	Cytosol		
Q9NXG2	THUMPD1	Cytosol		
Q9P016	THYN1	Nucleus		
P31483	TIA1	Nucleus	Stress granule	
Q01085	TIAL1	Nucleus	Stress granule	
Q96CG3	TIFA	Cytosol	Cytosol	
Q9NQ88	TIGAR	Cytosol		
Q96MW7	TIGD1	Nucleus		
Q4W5G0	TIGD2	Nucleus	Nucleus	
Q9UNS1	TIMELESS	Cytosol		
P62072	TIMM10	Mitochondrion	Mitochondrion	
Q9Y5J6	TIMM10B	Mitochondrion		
Q9Y5L4	TIMM13	Mitochondrion	Mitochondrion	
Q99595	TIMM17A	Mitochondrion	Mitochondrion	
O60830	TIMM17B	Mitochondrion		
Q9BVV7	TIMM21	Mitochondrion	Mitochondrion	Mitochondrion
Q9Y584	TIMM22	Mitochondrion	Mitochondrion	
O14925	TIMM23	Mitochondrion		Mitochondrion
Q9BSF4	TIMM29	Mitochondrion		
O43615	TIMM44	Mitochondrion	Mitochondrion	
Q3ZCQ8	TIMM50	Mitochondrion	Mitochondrion	Mitochondrion
O60220	TIMM8A	Mitochondrion		
Q9Y5J9	TIMM8B	Mitochondrion	Mitochondrion	
Q9Y5J7	TIMM9	Mitochondrion	Mitochondrion	
Q9NPL8	TIMMDC1	Mitochondrion		
P01033	TIMP1	Endoplasmic reticulum		
Q9BSI4	TINF2	Nucleus	Nucleus	
O75663	TIPRL	Cytosol		
Q5JTD0	TJAP1	Cytoskeleton		
Q07157	TJP1	Cytoskeleton	Cytoskeleton	
Q9UDY2	TJP2	Cell membrane	Cytoskeleton	
P04183	TK1	Cytosol		
Q3LXA3	TKFC	Cytosol		
Q96MV1	TLCD4	Endoplasmic reticulum		
Q04724	TLE1	Cytosol		
Q04727	TLE4	Cytosol	Cytosol	
Q08117	TLE5	Cytosol		
Q9UKI8	TLK1	Nucleus		
Q86UE8	TLK2	Nucleus		
Q9Y490	TLN1	Cytosol		Actin binding proteins
Q9Y4G6	TLN2	Cell membrane		
Q9BRN9	TM2D3	Endoplasmic reticulum	Endoplasmic reticulum	
Q9NS93	TM7SF3	Lysosome		
O15321	TM9SF1	Golgi apparatus	Golgi apparatus	
