id	gene_name	Topological domain	Transmembrane	Intramembrane	has_signal	has_transmem	has_intramem	has_topo_dom
Q01926	MRS2	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q02725	VTC3	Cytoplasmic; Vacuolar	Helical			True		True
Q02774	SHR3	Cytoplasmic; Lumenal	Helical			True		True
Q02776	TIM50	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q02785	PDR12	Cytoplasmic; Extracellular	Helical			True		True
Q02795	SWP1	Lumenal; Cytoplasmic	Helical		True	True		True
Q02888	INA17	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q02896	YDC1	Lumenal; Cytoplasmic	Helical			True	True	True
Q02933	RNY1				True
Q03103	ERO1				True
Q03178	PIR1				True
Q03180	PIR3				True
Q03322	TLG1	Cytoplasmic	Helical; Anchor for type IV membrane protein			True		True
Q03455	MSC2	Cytoplasmic; Lumenal	Helical			True		True
Q03529	SCS7	Cytoplasmic; Lumenal	Helical			True		True
Q03554	GOT1	Cytoplasmic; Lumenal	Helical			True		True
Q03579	LIP1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
Q03640	TCB3	Cytoplasmic; Extracellular	Helical			True		True
Q03655	GAS3				True
Q03674	PLB2				True
Q03687	ANY1	Cytoplasmic; Lumenal	Helical			True		True
Q03691	ROT1	Lumenal	Helical		True	True		True
Q03713	RCF1	Mitochondrial intermembrane; Mitochondrial matrix	Helical			True		True
Q03714	USA1	Cytoplasmic; Extracellular	Helical			True		True
Q03723	OST6	Lumenal; Cytoplasmic	Helical		True	True		True
Q03770	SSY1	Cytoplasmic; Extracellular	Helical			True		True
Q03778	FMN1				True
Q03944	VPS64	Cytoplasmic; Lumenal	Helical; Anchor for type IV membrane protein			True		True
Q04013	YHM2		Helical			True
Q04080	GPI17	Cytoplasmic; Lumenal	Helical			True		True
Q04082	GPI19	Cytoplasmic; Lumenal	Helical			True		True
Q04119	PPN1	Cytoplasmic; Vacuolar	Helical; Signal-anchor for type II membrane protein			True		True
Q04121	NHX1	Lumenal; Cytoplasmic	Helical		True	True		True
Q04228	UBX2	Cytoplasmic; Lumenal	Helical			True		True
Q04338	VTI1	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			True		True
Q04370	PEX12	Peroxisomal matrix; Cytoplasmic	Helical			True		True
Q04396	LPP1	Lumenal; Cytoplasmic	Helical			True		True
Q04458	HFD1		Helical			True
Q04472	MGR3	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q04629	SWF1	Lumenal; Cytoplasmic	Helical			True		True
Q04651	ERV41	Cytoplasmic; Lumenal	Helical			True		True
Q04705	PRM6	Extracellular; Cytoplasmic	Helical			True		True
Q04746	KAR5	Lumenal; Cytoplasmic	Helical		True	True		True
Q04924	GTB1				True
Q04935	COX20	Mitochondrial intermembrane; Mitochondrial matrix	Helical			True		True
Q04947	RTN1	Cytoplasmic; Lumenal	Helical			True		True
Q04951	SCW10				True
Q04958	NTE1	Cytoplasmic; Lumenal	Helical			True		True
Q04969	SPC2	Cytoplasmic; Lumenal	Helical			True		True
Q05031	DFG5				True
Q05164	HPF1				True
Q05359	ERP1	Lumenal; Cytoplasmic	Helical		True	True		True
Q05521	DPP1	Vacuolar; Cytoplasmic	Helical			True		True
Q05567	DPL1	Lumenal; Cytoplasmic	Helical			True		True
Q05568	PEX10	Peroxisomal matrix; Cytoplasmic	Helical			True		True
Q05777	NCW2				True
Q05787	HRD3		Helical		True	True
Q05902	ECM38	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
Q05934	VID22		Helical			True
Q06058	SEI1	Cytoplasmic; Lumenal	Helical			True		True
Q06135	GAS2				True
Q06143	DIC1		Helical			True
Q06144	ORM2	Cytoplasmic; Extracellular	Helical			True		True
Q06148	NEJ1		Helical			True
Q06159	ATG39		Helical			True
Q06328	YPQ2	Vacuolar; Cytoplasmic	Helical			True		True
Q06346	KEI1		Helical			True
Q06493	YLH47	Mitochondrial intermembrane; Mitochondrial matrix	Helical			True		True
Q06497	ANT1		Helical			True
Q06508	LOA1		Helical			True
Q06510	TAZ1	Mitochondrial intermembrane					True	True
Q06522		Lumenal					True	True
Q06541	ARV1		Helical			True
Q06551	ERF2	Cytoplasmic; Lumenal	Helical			True		True
Q06593	OPT2	Cytoplasmic; Extracellular	Helical			True		True
Q06598	ARR3	Cytoplasmic; Extracellular	Helical			True		True
Q06676	YFT2	Cytoplasmic; Lumenal	Helical			True		True
Q06681	YSP2	Cytoplasmic; Lumenal	Helical			True		True
Q06703	CDA2				True
Q06810	OPY2		Helical			True
Q06833	NVJ2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
Q07560	CRD1		Helical			True
Q07651	FMP45	Cytoplasmic; Extracellular	Helical			True		True
Q07804	YEH1	Cytoplasmic					True	True
Q07824	TPO1	Cytoplasmic; Extracellular	Helical			True		True
Q07830	GPI13		Helical			True
Q07914	PAM18	Mitochondrial intermembrane; Mitochondrial matrix	Helical			True		True
Q07950	YEH2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
Q08001	LAM6	Cytoplasmic; Lumenal	Helical			True		True
Q08108	PLB3				True
Q08109	HRD1	Cytoplasmic; Lumenal	Helical			True		True
Q08144	TLG2	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			True		True
Q08179	MDM38	Mitochondrial intermembrane; Mitochondrial matrix	Helical			True		True
Q08193	GAS5				True
Q08199	SIL1				True
Q08215	PEX15	Cytoplasmic; Lumenal	Helical			True		True
Q08218	LDS2	Cytoplasmic; Extracellular	Helical			True		True
Q08417	RSB1	Extracellular; Cytoplasmic	Helical			True		True
Q08448	LPL1		Helical			True
Q08548	ALE1	Lumenal; Cytoplasmic	Helical			True		True
Q08650	DGA1	Cytoplasmic; Lumenal	Helical			True		True
Q08651	ENV9		Helical			True
Q08749	TIM18	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q08760	RAX1	Cytoplasmic; Extracellular	Helical			True		True
Q08905	FRE3	Extracellular; Cytoplasmic	Helical		True	True		True
Q08931	PRM3	Nuclear; Perinuclear space	Helical			True		True
Q08955	CSM4		Helical			True
Q08959	PGC1		Helical; Anchor for type IV membrane protein			True
Q08967	FLC1	Lumenal; Cytoplasmic	Helical		True	True		True
Q08986	SAM3	Cytoplasmic; Extracellular	Helical			True		True
Q12006	PFA4	Cytoplasmic; Lumenal	Helical			True		True
Q12010	YPQ1	Vacuolar; Cytoplasmic	Helical			True		True
Q12015	DSC3	Extracellular; Cytoplasmic	Helical			True		True
Q12063	NUS1		Helical			True
Q12082	DMO2	Mitochondrial intermembrane; Mitochondrial matrix	Helical			True		True
Q12106	MCP1	Cytoplasmic; Mitochondrial intermembrane	Helical			True		True
Q12127	CCW12				True
Q12142	ATG9	Cytoplasmic; Lumenal	Helical			True	True	True
Q12150	CSF1	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
Q12164	POM33	Lumenal; Cytoplasmic	Helical			True		True
Q12200	NCR1		Helical		True	True
Q12207	NCE102	Cytoplasmic; Extracellular	Helical			True		True
Q12241	VAM3	Cytoplasmic; Vacuolar	Helical; Anchor for type IV membrane protein			True		True
Q12255	NYV1	Cytoplasmic; Vacuolar	Helical; Anchor for type IV membrane protein			True		True
Q12256	TPO4	Cytoplasmic; Extracellular	Helical			True		True
Q12275	CRM2		Helical			True
Q12284	ERV2	Cytoplasmic; Lumenal	Helical; Signal-anchor			True		True
Q12300	RGT2	Cytoplasmic; Extracellular	Helical			True		True
Q12303	YPS3				True
Q12324	YVC1	Cytoplasmic; Vacuolar	Helical			True		True
Q12328	TIM22	Mitochondrial intermembrane	Helical			True		True
Q12333	FRE7	Extracellular; Cytoplasmic	Helical			True		True
Q12355	PST1				True
Q12361	GPR1	Extracellular; Cytoplasmic	Helical			True		True
Q12382	DGK1	Lumenal; Cytoplasmic	Helical			True		True
Q12396	EMP46	Lumenal; Cytoplasmic	Helical		True	True		True
Q12402	YOP1	Cytoplasmic; Lumenal	Helical			True		True
Q12404	MPD1				True
Q12438	GRX6				True
Q12443	RTN2	Cytoplasmic; Lumenal	Helical			True		True
Q12445	POM34		Helical			True
Q12465	RAX2	Extracellular; Cytoplasmic	Helical		True	True		True
Q12466	TCB1	Cytoplasmic; Extracellular	Helical			True		True
Q12473	FRE6	Vacuolar; Cytoplasmic	Helical		True	True		True
Q12530	RMP1		Helical			True
Q12674	DNF3	Lumenal; Cytoplasmic	Helical			True		True
Q12675	DNF2	Cytoplasmic; Extracellular	Helical			True		True
Q12691	ENA5	Cytoplasmic; Extracellular	Helical			True		True
Q12697	YPK9	Cytoplasmic; Vacuolar	Helical			True		True
Q12746	PGA3	Extracellular; Cytoplasmic	Helical			True		True
Q3E7B2	COA3	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q3E7B6	VMA9	Lumenal; Cytoplasmic	Helical			True		True
Q92316	OST5	Lumenal; Cytoplasmic	Helical			True		True
Q96VH5	MIC10	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q99190	TSC13	Cytoplasmic; Lumenal	Helical			True		True
Q99220	YOS9				True
Q99271	NHA1	Cytoplasmic; Extracellular	Helical			True		True
Q99287	SEY1	Cytoplasmic; Lumenal	Helical			True		True
Q99325	ATG40	Lumenal; Cytoplasmic	Helical		True	True		True
Q99380	OST4	Lumenal; Cytoplasmic	Helical			True		True
Q99385	VCX1	Cytoplasmic; Vacuolar	Helical			True		True
Q9ZZW7	BI3	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q9ZZX1	AI5_ALPHA		Helical			True
D6W196	SAL1		Helical			True
P00425	COX5B	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
P00856	ATP8		Helical			True
P01149	MF(ALPHA)1				True
P05316	FUR4		Helical			True
P06775	HIP1	Cytoplasmic; Extracellular	Helical			True		True
P06783	STE3	Extracellular; Cytoplasmic	Helical			True		True
P0CD90	AQY2	Cytoplasmic; Extracellular	Helical			True		True
P0CD99	MPH2	Cytoplasmic; Extracellular	Helical			True		True
P0CE00	MPH3	Cytoplasmic; Extracellular	Helical			True		True
P0CE68	NFT1	Extracellular; Cytoplasmic	Helical			True		True
P10566	MRS3		Helical			True
P12685	TRK1		Helical			True
P13090	ATR1	Cytoplasmic; Extracellular	Helical			True		True
P13181	GAL2	Cytoplasmic; Extracellular	Helical			True		True
P14359	SNA3	Cytoplasmic; Lumenal	Helical			True		True
P15365	DAL5	Cytoplasmic; Extracellular	Helical			True		True
P15380	PUT4		Helical			True
P17261	ERS1		Helical			True
P18414	ERD2	Lumenal; Cytoplasmic	Helical			True		True
P22023	KRE5				True
P23500	MRS4		Helical			True
P23501	YSR3	Lumenal; Cytoplasmic	Helical			True		True
P23641	MIR1	Mitochondrial intermembrane; Mitochondrial matrix	Helical			True		True
P25334	CPR4		Helical		True	True
P25338	MPO1	Cytoplasmic; Lumenal	Helical			True		True
P25365	SED4	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P25371	ADP1	Lumenal; Cytoplasmic	Helical		True	True		True
P25381	RRT12				True
P25560	RER1	Cytoplasmic; Lumenal	Helical			True		True
P25580	PBN1	Lumenal; Cytoplasmic	Helical; Signal-anchor for type III membrane protein			True		True
P25594	VBA3	Cytoplasmic; Vacuolar	Helical			True		True
P25596	GEX1	Cytoplasmic; Extracellular	Helical			True		True
P25621	FEN2	Cytoplasmic; Extracellular	Helical			True		True
P25625	PER1	Lumenal; Cytoplasmic	Helical		True	True		True
P25628	ARE1		Helical			True
P26725	YUR1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P28584	TRK2	Cytoplasmic; Extracellular	Helical			True		True
P30606	ITR2	Cytoplasmic; Extracellular	Helical			True		True
P31379	LDS1	Cytoplasmic; Extracellular	Helical			True		True
P31381	FUN26		Helical			True
P32331	YMC1		Helical			True
P32339	HMX1	Cytoplasmic	Helical; Anchor for type IV membrane protein			True		True
P32341	VPH2	Cytoplasmic; Lumenal	Helical			True		True
P32378	COQ2		Helical			True
P32487	LYP1	Cytoplasmic; Extracellular	Helical			True		True
P32522	PET309		Helical			True
P32603	SPR1				True
P32781	AGA2				True
P32804	ZRT1	Extracellular; Cytoplasmic	Helical			True		True
P32837	UGA4	Cytoplasmic; Vacuolar	Helical			True		True
P32843	YME2	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
P32907	ATO2	Extracellular; Cytoplasmic	Helical			True		True
P33311	MDL2		Helical			True
P33550	KTR2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P33890	TIR2				True
P33894	STE13	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P34237	COY1	Cytoplasmic; Lumenal	Helical; Anchor for type IV membrane protein			True		True
P34240	ZRT3		Helical			True
P34248		Lumenal; Cytoplasmic	Helical			True		True
P35723	YET1	Lumenal; Cytoplasmic	Helical			True		True
P35842	PHO11				True
P36029	TPO5	Cytoplasmic; Extracellular	Helical			True		True
P36039	EMC3		Helical			True
P36062	AVT3		Helical			True
P36101	TCD2		Helical			True
P36110	PRY2				True
P36147	PAM17		Helical			True
P36164	TVP38	Lumenal; Cytoplasmic	Helical			True		True
P36169	SKG1	Extracellular; Cytoplasmic	Helical; Signal-anchor for type III membrane protein			True		True
P36173	GEX2	Cytoplasmic; Extracellular	Helical			True		True
P37302	APE3				True
P38068	GRX7				True
P38072	SCO2		Helical			True
P38090	AGP2	Cytoplasmic; Extracellular	Helical			True		True
P38114	TBS1		Helical			True
P38131	KTR4	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P38152	CTP1		Helical			True
P38166	SFT2	Cytoplasmic; Lumenal	Helical			True		True
P38179	ALG3	Lumenal; Cytoplasmic	Helical			True		True
P38196	FUI1	Cytoplasmic; Extracellular	Helical			True		True
P38206	RFT1	Lumenal; Cytoplasmic	Helical			True		True
P38224	FIG1		Helical			True
P38288	TOS1				True
P38359	SUL1		Helical			True
P38616	YGP1				True
P38724	ARN2		Helical			True
P38727	DFP4	Cytoplasmic; Extracellular	Helical			True		True
P38735	VMR1	Vacuolar; Cytoplasmic	Helical			True		True
P38756	TCD1		Helical			True
P38813	BIG1	Lumenal; Cytoplasmic	Helical		True	True		True
P38837	NSG1	Cytoplasmic; Perinuclear space	Helical			True		True
P38865	CTR2	Cytoplasmic; Vacuolar	Helical			True		True
P38880	MDM31	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
P38921	PET8		Helical			True
P38962	TVP23	Lumenal; Cytoplasmic	Helical			True		True
P38966	VTC5	Cytoplasmic; Vacuolar	Helical			True		True
P38988	GGC1		Helical			True
P39103	COX14		Helical			True
P39106	MNN1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P39535	PHO90		Helical			True
P39543	SOP4	Lumenal; Cytoplasmic	Helical		True	True		True
P39548	KTD1	Cytoplasmic; Extracellular	Helical			True		True
P39709	SEO1	Cytoplasmic; Extracellular	Helical			True		True
P39712	FLO9				True
P39734	FRT2		Helical			True
P39924	HXT13	Cytoplasmic; Extracellular	Helical			True		True
P39932	STL1	Cytoplasmic; Extracellular	Helical			True		True
P39953	YEA6		Helical			True
P39980	SIT1		Helical			True
P40004	YEA4	Cytoplasmic; Lumenal	Helical			True		True
P40030	ERG28	Cytoplasmic; Lumenal	Helical			True		True
P40035	PIC2		Helical			True
P40071	TMN3	Lumenal; Cytoplasmic	Helical		True	True		True
P40074	AVT6	Cytoplasmic; Vacuolar	Helical			True		True
P40085	EMP65	Cytoplasmic; Lumenal	Helical			True		True
P40088	FTR1		Helical			True
P40092	SPI1				True
P40169		Extracellular; Cytoplasmic	Helical			True		True
P40207	ERG29		Helical			True
P40260	MEP1	Extracellular; Cytoplasmic	Helical			True		True
P40310	TOK1	Cytoplasmic; Extracellular	Helical			True		True
P40312	CYB5		Helical			True
P40350	ALG5	Lumenal; Cytoplasmic	Helical			True		True
P40351	ALG8	Lumenal; Cytoplasmic	Helical			True		True
P40442	CSS1				True
P40452	COA1	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
P40475	QDR1	Cytoplasmic; Extracellular	Helical			True		True
P40478	POR2		Beta stranded			True
P40499	ICE2	Cytoplasmic; Lumenal	Helical			True		True
P40504	KTR7	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P40526	DFG10		Helical			True
P40528	SYG1	Cytoplasmic; Extracellular	Helical			True		True
P40532	APQ12	Cytoplasmic; Perinuclear space	Helical			True		True
P40533	TED1	Cytoplasmic; Lumenal	Helical			True		True
P40549	MNT3	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P40550	PDR11	Cytoplasmic; Extracellular	Helical			True		True
P40552	TIR3				True
P40576	INA22	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
P40583	YPS6				True
P40885	HXT9	Cytoplasmic; Extracellular	Helical			True		True
P40886	HXT8	Cytoplasmic; Extracellular	Helical			True		True
P40897	OPT1	Extracellular; Cytoplasmic	Helical			True		True
P40975	PMP2	Cytoplasmic	Helical			True		True
P40986	CDC1	Cytoplasmic; Extracellular	Helical			True		True
P41544	SYS1	Cytoplasmic; Lumenal	Helical			True		True
P41733	GAB1	Cytoplasmic; Lumenal	Helical			True		True
P41806	VMA21	Cytoplasmic; Lumenal	Helical			True		True
P41815	BAP3	Cytoplasmic; Extracellular	Helical			True		True
P41930	SSU1	Cytoplasmic; Extracellular	Helical			True		True
P42833	HXT14	Cytoplasmic; Extracellular	Helical			True		True
P42934	PMT6	Cytoplasmic; Lumenal	Helical			True		True
P43549	AQY3	Cytoplasmic; Extracellular	Helical			True		True
P43553	ALR2	Cytoplasmic; Extracellular	Helical			True		True
P43560	LAM5	Cytoplasmic; Lumenal	Helical			True		True
P43581	HXT10	Cytoplasmic; Extracellular	Helical			True		True
P43614	KEG1	Lumenal; Cytoplasmic	Helical			True		True
P46950	SNG1		Helical			True
P46956	PHO86	Cytoplasmic; Extracellular	Helical			True		True
P46961	GPI2	Cytoplasmic; Extracellular	Helical			True		True
P46982	MNN5				True
P46992	TOH1				True
P47040	YHC3		Helical		True	True
P47045	TIM54	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
P47055	LOH1	Extracellular; Cytoplasmic	Helical		True	True		True
P47056	IRC18	Extracellular; Cytoplasmic	Helical		True	True		True
P47088	GPI14	Cytoplasmic; Lumenal	Helical			True		True
P47161	VPS70		Helical			True
P47179	DAN4				True
P47180	PGU1				True
P47185	HXT16	Cytoplasmic; Extracellular	Helical			True		True
P48565	RIM21	Extracellular; Cytoplasmic	Helical			True		True
P50276	MUP1	Cytoplasmic; Extracellular	Helical			True		True
P50944	AVT4	Vacuolar; Cytoplasmic	Helical			True		True
P51533	PDR10	Cytoplasmic	Helical			True		True
P52867	PMT5	Lumenal; Cytoplasmic	Helical			True		True
P52911	EXG2				True
P53059	MNT2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P53062	BRR6		Helical			True
P53073	EMC4		Helical			True
P53075	SHE10				True
P53108	YIP5		Helical			True
P53121	FLC3	Lumenal; Cytoplasmic	Helical		True	True		True
P53153	LCL3		Helical			True
P53174	PRM8	Cytoplasmic; Extracellular	Helical			True		True
P53189	SCW11				True
P53198	ERP6	Lumenal; Cytoplasmic	Helical		True	True		True
P53206	MCY1		Helical			True
P53214	MTL1	Extracellular; Cytoplasmic	Helical		True	True		True
P53220	TIM21	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
P53239	COX18	Mitochondrial intermembrane; Mitochondrial matrix	Helical			True		True
P53266	SHY1	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
P53273	VSB1	Vacuolar; Cytoplasmic	Helical			True		True
P53283	TPO2	Cytoplasmic; Extracellular	Helical			True		True
P53306	GPI1	Extracellular; Cytoplasmic	Helical			True		True
P53320	MTM1		Helical			True
P53337	ERV29	Cytoplasmic; Lumenal	Helical			True		True
P53388	DIP5	Cytoplasmic; Extracellular	Helical			True		True
P53389	HOL1	Extracellular; Cytoplasmic	Helical			True		True
P53390	MEP3	Extracellular; Cytoplasmic	Helical			True		True
P53629	ARE2		Helical			True
P53631	HXT17	Cytoplasmic; Extracellular	Helical			True		True
P53730	ALG12	Lumenal; Cytoplasmic	Helical			True		True
P53756	PDR18		Helical			True
P53903	PGA2		Helical			True
P53938	EOS1	Lumenal; Cytoplasmic	Helical			True		True
P81451	ATP19		Helical			True
P87284	PMP3		Helical			True
Q02783	MFM1		Helical			True
Q02883	FMP30		Helical			True
Q02969	PEX25	Cytoplasmic; Lumenal	Helical			True		True
Q03028	ODC1		Helical			True
Q03212	EAR1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
Q03218	MMT1		Helical			True
Q03281	HEH2		Helical			True
Q03289	PFA5	Cytoplasmic; Lumenal	Helical			True		True
Q03327	UGO1	Cytoplasmic; Mitochondrial intermembrane	Helical; Signal-anchor for type II membrane protein			True		True
Q03370	PEX29	Cytoplasmic; Peroxisomal	Helical			True		True
Q03446	RCR2		Helical			True
Q03530	RCE1	Lumenal; Cytoplasmic	Helical			True		True
Q03707	SRC1		Helical			True
Q03824	INP2		Helical			True
Q03829	MME1		Helical			True
Q03860	TVP15	Cytoplasmic; Lumenal	Helical			True		True
Q04172	SHE9	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q04174	SMP3	Lumenal; Cytoplasmic	Helical			True		True
Q04182	PDR15	Cytoplasmic; Extracellular	Helical			True		True
Q04433	FIT1				True
Q04487	SHH3	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q04562	TMN2	Extracellular; Cytoplasmic	Helical		True	True		True
Q04658	SMA2	Cytoplasmic; Lumenal	Helical			True		True
Q04697	GSF2	Lumenal; Cytoplasmic	Helical; Signal-anchor for type II membrane protein			True		True
Q04895	DAL4	Cytoplasmic; Extracellular	Helical			True		True
Q04952	FKS3		Helical			True
Q05131	RCH1	Cytoplasmic; Extracellular	Helical			True		True
Q05790	CRR1				True
Q05998	THI7	Cytoplasmic; Extracellular	Helical			True		True
Q06001	FAR10	Cytoplasmic; Extracellular	Helical; Anchor for type IV membrane protein			True		True
Q06104	GLD1	Cytoplasmic; Extracellular	Helical			True		True
Q06169	PEX30		Helical			True
Q06179	FMP27				True
Q06236	SHH4	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q06325	YPS7	Lumenal	Helical		True	True		True
Q06350	CTS2				True
Q06417	TDA5		Helical			True
Q06451	TPO3	Cytoplasmic; Extracellular	Helical			True		True
Q06538	CSC1	Extracellular; Cytoplasmic	Helical			True		True
Q06567	MCP2	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q06668	OMS1	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q06702	CDA1				True
Q06815	MRL1	Lumenal; Cytoplasmic	Helical		True	True		True
Q06991	PUN1	Cytoplasmic; Extracellular	Helical			True		True
Q07534	HEM25		Helical			True
Q07541	EXP1	Lumenal; Cytoplasmic	Helical; Signal-anchor for type II membrane protein			True		True
Q08157	TOS7	Cytoplasmic; Vacuolar	Helical			True		True
Q08176	MIM1		Helical			True
Q08219	RRT8	Cytoplasmic; Extracellular	Helical			True		True
Q08232	DSC2	Extracellular; Cytoplasmic	Helical			True		True
Q08269	ALR1		Helical			True
Q08271	GAS4				True
Q08299	ENB1	Cytoplasmic; Lumenal	Helical			True		True
Q08409	AUS1	Cytoplasmic	Helical			True		True
Q08485	NRT1		Helical			True
Q08579	THI72		Helical			True
Q08673	SRL1				True
Q08902	AMF1	Extracellular; Cytoplasmic	Helical			True		True
Q08906	FIT2				True
Q08908	FRE5	Extracellular; Cytoplasmic	Helical		True	True		True
Q08913	FEX1	Cytoplasmic; Extracellular	Helical			True		True
Q08929	GUP2	Lumenal; Cytoplasmic	Helical		True	True		True
Q08970	MMT2		Helical			True
Q08991	FEX2	Cytoplasmic; Extracellular	Helical			True		True
Q12001	ALG6	Cytoplasmic; Lumenal	Helical			True		True
Q12013	AKR2	Cytoplasmic; Extracellular	Helical			True		True
Q12016	VPS68		Helical			True
Q12025	EMC10	Lumenal; Cytoplasmic	Helical		True	True		True
Q12029	FSF1		Helical			True
Q12066	NUR1		Helical			True
Q12067	ATX2	Lumenal; Cytoplasmic	Helical			True		True
Q12078	SMF3		Helical			True
Q12096	GNT1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
Q12133	SPC3	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
Q12171	MDM32	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q12185			Helical			True
Q12205	MNL2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
Q12209	FRE8	Cytoplasmic; Extracellular	Helical			True		True
Q12215	WSC3	Extracellular; Cytoplasmic	Helical		True	True		True
Q12218	TIR4				True
Q12232	SLP1	Lumenal; Cytoplasmic	Helical		True	True		True
Q12235	YCT1	Cytoplasmic; Lumenal	Helical			True		True
Q12270	RBD2	Cytoplasmic; Lumenal	Helical			True		True
Q12289	CRC1		Helical			True
Q12296	MAM3	Vacuolar; Cytoplasmic	Helical			True		True
Q12325	SUL2	Cytoplasmic; Extracellular	Helical			True		True
Q12335	PST2				True
Q12359	ATO3	Extracellular; Cytoplasmic	Helical			True		True
Q12372	MMP1	Cytoplasmic; Extracellular	Helical			True		True
Q12375	ORT1		Helical			True
Q12403	ERP3	Lumenal; Cytoplasmic	Helical		True	True		True
Q12408	NPC2				True
Q12431	EMC6	Cytoplasmic; Lumenal	Helical			True		True
Q12442	IZH2	Cytoplasmic; Extracellular	Helical			True		True
Q12450	ERP4	Lumenal; Cytoplasmic	Helical		True	True		True
Q12467	MRX4		Helical			True
Q12482	AGC1		Helical			True
Q12520	HUT1	Lumenal; Cytoplasmic	Helical			True		True
Q12743	DFM1	Cytoplasmic; Lumenal	Helical			True		True
Q2V2P9	COX26	Mitochondrial matrix; Mitochondrial intermembrane	Helical			True		True
Q3E790	TSC3		Helical			True
Q3E798	MIM2	Cytoplasmic; Mitochondrial intermembrane	Helical			True		True
Q3E834	YOS1		Helical			True
Q6Q595	SCS22	Cytoplasmic	Helical; Anchor for type IV membrane protein			True		True
Q99234	DFG16	Extracellular; Cytoplasmic	Helical			True		True
Q99297	ODC2		Helical			True
Q99316	MPD2				True
Q99332	FRT1		Helical			True
Q99382	ENV10	Cytoplasmic; Lumenal	Helical			True		True
Q99393	IZH4	Cytoplasmic; Lumenal	Helical			True		True
P08459	SPS2				True
P0C155		Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			True		True
P0CE11	HVG1	Lumenal; Cytoplasmic	Helical			True		True
P0CX13	COS3	Cytoplasmic; Extracellular	Helical			True		True
P13130	SPS100				True
P16151	ERD1	Extracellular; Cytoplasmic	Helical			True		True
P16547	OM45	Mitochondrial intermembrane; Cytoplasmic	Helical			True		True
P18411	FUN14		Helical			True
P18962	DAP2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			True		True
P20048	SEC59	Cytoplasmic; Lumenal	Helical			True		True
P22215	SLY41	Cytoplasmic; Lumenal	Helical			True		True
P23797	GPI12	Lumenal; Cytoplasmic	Helical			True		True
P24031	PHO3				True
P25036	YSP3				True
P25351		Extracellular; Cytoplasmic	Helical			True		True
P25354	DFP3	Cytoplasmic; Extracellular	Helical			True		True
P25380	SPS22				True
P25568	ATG22	Cytoplasmic; Vacuolar	Helical			True		True
P25584	PEX34		Helical			True
