id	Topological domain	Transmembrane	Intramembrane	Signal peptide	has_signal	has_transmem	has_intramem	has_topo_dom
Q9LDH0	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LDN9					True	False	False	False
Q9LDU6		Helical			False	True	False	False
Q9LE15					True	False	False	False
Q9LE59	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LEQ3	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9LEX1		Helical			False	True	False	False
Q9LF50		Helical			False	True	False	False
Q9LF79	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9LFC6	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LFH0		Helical			False	True	False	False
Q9LFP1	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9LFP6	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9LFR0	Cytoplasmic; Lumenal	Helical; Signal-anchor			False	True	False	True
Q9LFS4	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LFX9		Helical			False	True	False	False
Q9LHB9					True	False	False	False
Q9LHP4	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LI64					True	False	False	False
Q9LIC2	Lumenal; Cytoplasmic	Helical			True	True	False	True
Q9LIG2	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LIN9	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LIS3		Helical			False	True	False	False
Q9LJ86					True	False	False	False
Q9LJF3	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LJG3					True	False	False	False
Q9LJI2		Helical			False	True	False	False
Q9LJK1	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LJK3		Helical			False	True	False	False
Q9LJM4	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LJP4		Helical			False	True	False	False
Q9LJR7					True	False	False	False
Q9LJS0	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LJU0					True	False	False	False
Q9LJX0		Helical			False	True	False	False
Q9LJX8					True	False	False	False
Q9LJY0		Helical			True	True	False	False
Q9LK35	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LK43	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LK50		Helical			False	True	False	False
Q9LK64		Helical			False	True	False	False
Q9LK94	Cytoplasmic; Peroxisomal	Helical			False	True	False	True
Q9LKG8		Helical			False	True	False	False
Q9LKR3					True	False	False	False
Q9LKW9	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9LM66					True	False	False	False
Q9LMG7					True	False	False	False
Q9LMN6	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LMN7	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LMN8	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LMP1	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LMX7		Helical			False	True	False	False
Q9LN59	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LN68	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LNJ0	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9LNJ4		Helical			False	True	False	False
Q9LNN7					True	False	False	False
Q9LNP9					True	False	False	False
Q9LNU1					True	False	False	False
Q9LP24	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LP77		Helical			True	True	False	False
Q9LPS1		Helical			False	True	False	False
Q9LPT1	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LPZ9	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LQ32		Helical			False	True	False	False
Q9LQ73	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9LQL2		Helical			False	True	False	False
Q9LS40					True	False	False	False
Q9LSB1		Helical; Signal-anchor for type II membrane protein			False	True	False	False
Q9LSB4					True	False	False	False
Q9LSC4		Helical			False	True	False	False
Q9LSF6	Cytoplasmic; Vacuolar	Helical			False	True	False	True
Q9LSF8		Helical			False	True	False	False
Q9LSG3	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LSI9	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LSL5	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LSP0					True	False	False	False
Q9LSP7		Helical			False	True	False	False
Q9LSR8	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LSR9	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LSS0	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LSY7					True	False	False	False
Q9LSZ9		Helical			False	True	False	False
Q9LT02	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9LT15	Cytoplasmic	Helical			False	True	False	True
Q9LT96	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LTR2	Stromal; Chloroplast intermembrane	Helical			False	True	False	True
Q9LTS3					True	False	False	False
Q9LU01		Helical			False	True	False	False
Q9LU40	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LU41	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9LU77	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9LUL4	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LUR4	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9LUS2		Helical			False	True	False	False
Q9LUZ9		Helical			False	True	False	False
Q9LV10		Helical			False	True	False	False
Q9LV16	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LV33					True	False	False	False
Q9LV85		Helical			False	True	False	False
Q9LVC0					True	False	False	False
Q9LVD6		Helical			False	True	False	False
Q9LVI6		Helical			True	True	False	False
Q9LVM1		Helical			False	True	False	False
Q9LVP9	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9LVR5		Helical			False	True	False	False
Q9LW27		Helical			False	True	False	False
Q9LW83	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LW85	Lumenal, thylakoid; Stromal	Helical			False	True	False	True
Q9LX29	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LX66	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LX93		Helical			False	True	False	False
Q9LXA5	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LXD6					True	False	False	False
Q9LXR8	Cytoplasmic; Mitochondrial intermembrane	Helical			False	True	False	True
Q9LXU0					True	False	False	False
Q9LXV3		Helical			False	True	False	False
Q9LY03	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LY08		Helical			False	True	False	False
Q9LY09		Helical			False	True	False	False
Q9LY28	Mitochondrial intermembrane; Mitochondrial matrix	Helical			False	True	False	True
Q9LY46	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LY50	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LY62	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LY74	Chloroplast intermembrane; Stromal	Helical			False	True	False	True
Q9LYN8		Helical			True	True	False	False
Q9LYR2	Mitochondrial matrix; Mitochondrial intermembrane	Helical			False	True	False	True
Q9LYT3	Cytoplasmic; Vacuolar	Helical			False	True	False	True
Q9LYU7	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LYX1	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LZD0		Helical			False	True	False	False
Q9LZF5					True	False	False	False
Q9LZH5					True	False	False	False
Q9LZI2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LZJ3	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9LZK5					True	False	False	False
Q9LZL3					True	False	False	False
Q9LZR3		Helical			False	True	False	False
Q9LZU4	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9LZV7	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M001		Helical			False	True	False	False
Q9M020	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M021	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M024		Helical			False	True	False	False
Q9M066		Helical			False	True	False	False
Q9M092	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M099					True	False	False	False
Q9M0B6		Helical			False	True	False	False
Q9M0D1					True	False	False	False
Q9M0D7					True	False	False	False
Q9M0G0		Helical			False	True	False	False
Q9M0G7	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M0G9		Helical			False	True	False	False
Q9M0Z3	Lumenal, thylakoid; Stromal	Helical			False	True	False	True
Q9M0Z6					True	False	False	False
Q9M126		Helical			False	True	False	False
Q9M146	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9M158		Helical			False	True	False	False
Q9M1E2		Helical			False	True	False	False
Q9M1G4	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M1J1		Helical			False	True	False	False
Q9M1L7		Helical			True	True	False	False
Q9M1Q9		Helical			False	True	False	False
Q9M1S8	Cytoplasmic; Extracellular	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9M1V9		Helical			False	True	False	False
Q9M2B9					True	False	False	False
Q9M2D2	Lumenal, thylakoid; Stromal	Helical			False	True	False	True
Q9M2G7		Helical			False	True	False	False
Q9M2L4	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9M2R0		Helical			False	True	False	False
Q9M2S4	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M2S6	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9M2U2		Helical			False	True	False	False
Q9M2U5					True	False	False	False
Q9M2W3		Helical			False	True	False	False
Q9M2Y6	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9M2Z1	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M304		Helical			False	True	False	False
Q9M345	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M353		Helical			False	True	False	False
Q9M390		Helical			False	True	False	False
Q9M3B0		Helical			False	True	False	False
Q9M3B1	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9M3B3	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9M3B9		Helical			False	True	False	False
Q9M3D8	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M3E5	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M3H5	Stromal; Lumenal	Helical			False	True	False	True
Q9M5A9		Helical			False	True	False	False
Q9M622	Lumenal; Cytoplasmic	Helical			True	True	False	True
Q9M670		Helical			False	True	False	False
Q9M7K4	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9M841	Peroxisomal matrix; Cytoplasmic	Helical			False	True	False	True
Q9M8S6	Cytoplasmic; Extracellular	Helical; Helical; Voltage-sensor	Pore-forming		False	True	True	True
Q9M8T0		Helical			True	True	False	False
Q9M8W7	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M903					False	True	False	False
Q9M9A8		Helical			False	True	False	False
Q9M9C5	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M9E0	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M9E1		Helical			False	True	False	False
Q9M9H7	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9M9M4		Helical			False	True	False	False
Q9M9S6		Helical			False	True	False	False
Q9M9U5		Helical			False	True	False	False
Q9MA41					True	False	False	False
Q9MA83	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9MA87		Helical; Signal-anchor for type II membrane protein			False	True	False	False
Q9MA90		Helical			False	True	False	False
Q9MAM3		Helical			False	True	False	False
Q9MAP5					True	False	False	False
Q9MAP8	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9MAU6					True	False	False	False
Q9MAX3	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9S746					True	False	False	False
Q9S7D9	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9S7I6	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9S7J7		Helical			False	True	False	False
Q9S7J8	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9S7M0		Helical			False	True	False	False
Q9S7M9	Lumenal; Cytoplasmic	Helical			True	True	False	True
Q9S7N7		Helical			False	True	False	False
Q9S7W1		Helical			False	True	False	False
Q9S7Y7					True	False	False	False
Q9S7Z8	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9S814	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9S972	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9S9K4					True	False	False	False
Q9S9M1	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9S9M2	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9S9M3	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9S9M5	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9S9N8		Helical			False	True	False	False
Q9SA23	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9SA25	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SA77	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9SAA9		Helical			False	True	False	False
Q9SAH8		Helical			False	True	False	False
Q9SAJ3		Helical			False	True	False	False
Q9SB37					True	False	False	False
Q9SB48	Lumenal; Cytoplasmic	Helical			False	True	False	True
Q9SB51		Helical			False	True	False	False
Q9SB75		Helical			False	True	False	False
Q9SB81					True	False	False	False
Q9SBI0	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SCK3		Helical			False	True	False	False
Q9SCK6		Helical			False	True	False	False
Q9SCN0	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9SCX8					True	False	False	False
Q9SCZ4	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SD46					True	False	False	False
Q9SD84					True	False	False	False
Q9SD85	Cytoplasmic	Helical			False	True	False	True
Q9SE50					True	False	False	False
Q9SE97		Helical			True	True	False	False
Q9SEL5	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9SEL6	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9SF29	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9SFB0	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SFB7					True	False	False	False
Q9SFU3					True	False	False	False
Q9SFU6	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SG79	Nuclear; Perinuclear space	Helical			False	True	False	True
Q9SG80					True	False	False	False
Q9SG86	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9SH30	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SH31	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9SH71	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SH93		Helical			False	True	False	False
Q9SHC8	Cytoplasmic	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9SHG5		Helical			False	True	False	False
Q9SHI2	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SHI4	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SHI7		Helical			False	True	False	False
Q9SHJ5		Helical			False	True	False	False
Q9SHL8	Lumenal; Cytoplasmic	Helical			False	True	False	True
Q9SHR7		Helical			False	True	False	False
Q9SHU7		Helical			False	True	False	False
Q9SI09		Helical			False	True	False	False
Q9SI62		Helical			False	True	False	False
Q9SID2		Helical			False	True	False	False
Q9SIH4	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SIT1	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SIV9					True	False	False	False
Q9SIX1		Helical			False	True	False	False
Q9SIZ8		Helical			False	True	False	False
Q9SJ22	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SJA2		Helical			False	True	False	False
Q9SJE9		Helical			False	True	False	False
Q9SJM0		Helical			False	True	False	False
Q9SJT7	Cytoplasmic; Vacuolar	Helical			False	True	False	True
Q9SJV5	Stromal; Lumenal	Helical			False	True	False	True
Q9SJY5		Helical			False	True	False	False
Q9SJZ2					True	False	False	False
Q9SK27					True	False	False	False
Q9SK50	Stromal; Chloroplast intermembrane	Helical			False	True	False	True
Q9SKA3		Helical			False	True	False	False
Q9SKB2	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SKG5	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SKR2	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9SKT0	Chloroplast intermembrane; Cytoplasmic	Helical			False	True	False	True
Q9SKT6	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9SL15					True	False	False	False
Q9SL29	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SL95		Helical			False	True	False	False
Q9SLD2		Helical			False	True	False	False
Q9SLF3		Helical			False	True	False	False
Q9SLG2					True	False	False	False
Q9SLH7					True	False	False	False
Q9SLK6	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SLV0		Helical			False	True	False	False
Q9SM02		Helical			False	True	False	False
Q9SM23		Helical; Signal-anchor			False	True	False	False
Q9SMM5	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9SMP5		Helical			False	True	False	False
Q9SMS0		Helical			False	True	False	False
Q9SMU8					True	False	False	False
Q9SN38	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SNC3					True	False	False	False
Q9SNV9		Helical			False	True	False	False
Q9SP02					True	False	False	False
Q9SP35		Helical			False	True	False	False
Q9SPM5	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9SQG2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9SQH6	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9SQR5		Helical			False	True	False	False
Q9SR05	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SR37					True	False	False	False
Q9SR96					True	False	False	False
Q9SRE4		Helical			False	True	False	False
Q9SRG3					True	False	False	False
Q9SRQ1		Helical; Signal-anchor for type II membrane protein			False	True	False	False
Q9SRT3		Helical			False	True	False	False
Q9SRU2		Helical			False	True	False	False
Q9SRW9		Helical			False	True	False	False
Q9SRY3					True	False	False	False
Q9SS43	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9SSD1	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SSL9	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9STE8	Chloroplast intermembrane; Cytoplasmic	Beta stranded			False	True	False	True
Q9STP8		Helical; Signal-anchor			False	True	False	False
Q9STX1					True	False	False	False
Q9STX5					True	False	False	False
Q9STY0	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9SU35					True	False	False	False
Q9SU40					True	False	False	False
Q9SU50		Helical			False	True	False	False
Q9SU56		Helical			False	True	False	False
Q9SUC5		Helical			False	True	False	False
Q9SUJ1	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9SUM3	Lumenal; Cytoplasmic	Helical			False	True	False	True
Q9SUQ8					True	False	False	False
Q9SUR3		Helical			False	True	False	False
Q9SUT9		Helical			False	True	False	False
Q9SUV1		Helical			False	True	False	False
Q9SV72					True	False	False	False
Q9SV84		Helical			False	True	False	False
Q9SVC2	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9SVG4					True	False	False	False
Q9SVV6	Cytoplasmic	Helical	Pore-forming		False	True	True	True
Q9SW25	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9SW97	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SWH4	Cytoplasmic	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9SWH5	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9SWS1		Helical			False	True	False	False
Q9SWW6	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SX31	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9SXA6					True	False	False	False
Q9SXB3	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SXB8	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SXC4	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9SXE1		Helical			False	True	False	False
Q9SXL4	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SY55	Cytoplasmic; Lumenal	Helical			False	True	False	True
Q9SY95	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SY97		Helical			False	True	False	False
Q9SYD6	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SYF0					True	False	False	False
Q9SYK0					True	False	False	False
Q9SYL6					True	False	False	False
Q9SYM0		Helical			False	True	False	False
Q9SYQ8	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9SYU4	Peroxisomal matrix; Cytoplasmic	Helical			False	True	False	True
Q9SYW8		Helical			False	True	False	False
Q9SYX1		Helical			False	True	False	False
Q9SZ11	Extracellular	Helical			True	True	False	True
Q9SZ42		Helical			False	True	False	False
Q9SZ46		Helical			False	True	False	False
Q9SZ96		Helical			False	True	False	False
Q9SZC9		Helical			False	True	False	False
Q9SZE2		Helical			False	True	False	False
Q9SZR9		Helical			False	True	False	False
Q9SZW4	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9SZZ8		Helical			False	True	False	False
Q9T045					True	False	False	False
Q9T071		Helical			False	True	False	False
Q9T0H9		Helical			False	True	False	False
Q9XEA1	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9XEC6	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9XEE9	Lumenal; Cytoplasmic	Helical	Helical		False	True	True	True
Q9XF04					True	False	False	False
Q9XF43		Helical			False	True	False	False
Q9XF87		Helical			False	True	False	False
Q9XF88		Helical			False	True	False	False
Q9XF89		Helical			False	True	False	False
Q9XF91		Helical			False	True	False	False
Q9XFM6		Helical			False	True	False	False
Q9XGM8	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9XH75	Lumenal; Stromal	Helical			False	True	False	True
Q9XI01					True	False	False	False
Q9XI46	Mitochondrial intermembrane; Mitochondrial matrix	Helical			False	True	False	True
Q9XIC5		Helical			False	True	False	False
Q9XIC7	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9XIE2		Helical			False	True	False	False
Q9XIE6	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9XIG2		Helical			False	True	False	False
Q9XII1	Cytoplasmic; Chloroplast intermembrane	Helical			False	True	False	True
Q9XIN7		Helical			False	True	False	False
Q9XIP7		Helical			False	True	False	False
Q9ZNQ8	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9ZNT1		Helical			False	True	False	False
Q9ZP16	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9ZPR7	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9ZPS9	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9ZQ89	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9ZQ94		Helical			False	True	False	False
Q9ZQB9		Helical			False	True	False	False
Q9ZQC6	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9ZQI2	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9ZQN8		Helical			False	True	False	False
Q9ZR03		Helical			False	True	False	False
Q9ZR72		Helical			False	True	False	False
Q9ZR79	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9ZRF9	Extracellular; Cytoplasmic	Helical			True	True	False	True
Q9ZRP7		Helical			False	True	False	False
Q9ZSD4	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9ZSJ0	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9ZSJ2	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9ZSR7		Helical			False	True	False	False
Q9ZSU4					True	False	False	False
Q9ZT63	Cytoplasmic; Vacuolar	Helical			False	True	False	True
Q9ZT82	Cytoplasmic; Extracellular	Helical			False	True	False	True
Q9ZTP3		Helical			False	True	False	False
Q9ZTW3	Cytoplasmic; Vesicular	Helical; Anchor for type IV membrane protein			False	True	False	True
Q9ZTZ7	Stromal; Chloroplast intermembrane	Helical			False	True	False	True
Q9ZU46		Helical			True	True	False	False
Q9ZU50		Helical			False	True	False	False
Q9ZUA5	Cytoplasmic; Vacuolar	Helical			False	True	False	True
Q9ZUE0	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9ZUJ5					True	False	False	False
Q9ZUN3		Helical			True	True	False	False
Q9ZUZ0		Helical			True	True	False	False
Q9ZV02	Extracellular; Cytoplasmic	Helical			False	True	False	True
Q9ZV04					True	False	False	False
Q9ZV24		Helical			False	True	False	False
Q9ZV40					True	False	False	False
Q9ZV57		Helical			True	True	False	False
Q9ZVH7		Helical			False	True	False	False
Q9ZVI9		Helical			False	True	False	False
Q9ZVR7		Helical			True	True	False	False
Q9ZW22		Helical			False	True	False	False
Q9ZW86	Cytoplasmic; Lumenal	Helical; Signal-anchor for type II membrane protein			False	True	False	True
Q9ZWA9					True	False	False	False
Q9ZWC8	Extracellular; Cytoplasmic	Helical			True	True	False	True
A0A1P8ANJ1					True	False	False	False
A0A1P8B554					True	False	False	False
A0A1P8BDL3					True	False	False	False
A2RVP7		Helical			False	True	False	False
A2RVQ4		Helical			True	True	False	False
A3KPF5					True	False	False	False
A8MQR0		Helical			False	True	False	False
A8MQX3					True	False	False	False
A8MS31					True	False	False	False
A8MSA6					True	False	False	False
A9X4U2		Helical			False	True	False	False
B3DN87		Helical			False	True	False	False
B3H5Q2					True	False	False	False
B5X0N6		Helical			True	True	False	False
B6ETT4	Cytoplasmic; Lumenal	Helical			False	True	False	True
B9DFR3					True	False	False	False
B9DHD7	Cytoplasmic	Helical; Anchor for type IV membrane protein			False	True	False	True
B9DHG0		Helical			False	True	False	False
C0LGD6	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGD7	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGD8	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGD9	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGE4	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGG3	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGG7	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGG9	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGH2	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGI2	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGK4	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGK9	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGP4	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGQ7	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGT5	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGU1	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGV0	Extracellular; Cytoplasmic	Helical			True	True	False	True
C0LGX1	Extracellular; Cytoplasmic	Helical			True	True	False	True
F4HQ17	Extracellular; Cytoplasmic	Helical			True	True	False	True
F4HQ20	Extracellular; Cytoplasmic	Helical			True	True	False	True
F4HQ22	Extracellular; Cytoplasmic	Helical			True	True	False	True
F4HQ23	Extracellular; Cytoplasmic	Helical			True	True	False	True
F4HUC4					True	False	False	False
F4HVZ1					True	False	False	False
F4HW02		Helical			False	True	False	False
F4HW17	Lumenal; Cytoplasmic	Helical			True	True	False	True
